"","Date","wy_doy","waterYear","Flow","cumulative_dis","cond_uScm_impute","temperature_C_impute","ice_or_no","ice_presence"
"2353",2004-11-21,52,2005,1.07,145.24,22.4285714285714,1.05714285714286,NA,NA
"2354",2004-11-22,53,2005,1.07,146.31,22.7142857142857,0.928571428571429,NA,NA
"2355",2004-11-23,54,2005,1.07,147.38,23,0.8,NA,NA
"2356",2004-11-24,55,2005,1.07,148.45,23,0.785714285714286,NA,NA
"2357",2004-11-25,56,2005,1.07,149.52,23,0.771428571428571,NA,NA
"2358",2004-11-26,57,2005,1.07,150.59,23,0.757142857142857,NA,NA
"2359",2004-11-27,58,2005,1.07,151.66,23,0.742857142857143,NA,NA
"2360",2004-11-28,59,2005,1.07,152.73,23,0.728571428571429,NA,NA
"2361",2004-11-29,60,2005,1.07,153.8,23,0.714285714285714,NA,NA
"2362",2004-11-30,61,2005,0.36,154.16,23,0.7,NA,NA
"2363",2004-12-01,62,2005,0.36,154.52,23.1428571428571,1,NA,NA
"2364",2004-12-02,63,2005,0.36,154.88,23.2857142857143,0.983333333333333,NA,NA
"2365",2004-12-03,64,2005,0.36,155.24,23.4285714285714,0.966666666666667,NA,NA
"2366",2004-12-04,65,2005,0.36,155.6,23.5714285714286,0.95,NA,NA
"2367",2004-12-05,66,2005,0.36,155.96,23.7142857142857,0.933333333333333,NA,NA
"2368",2004-12-06,67,2005,0.36,156.32,23.8571428571429,0.916666666666667,NA,NA
"2369",2004-12-07,68,2005,0.36,156.68,24,0.9,NA,NA
"2370",2004-12-08,69,2005,0.36,157.04,24.2857142857143,0.857142857142857,NA,NA
"2371",2004-12-09,70,2005,0.36,157.4,24.5714285714286,0.814285714285714,NA,NA
"2372",2004-12-10,71,2005,0.36,157.76,24.8571428571429,0.771428571428571,NA,NA
"2373",2004-12-11,72,2005,0.36,158.12,25.1428571428571,0.728571428571429,NA,NA
"2374",2004-12-12,73,2005,0.36,158.48,25.4285714285714,0.685714285714286,NA,NA
"2375",2004-12-13,74,2005,0.36,158.84,25.7142857142857,0.642857142857143,NA,NA
"2376",2004-12-14,75,2005,0.36,159.2,26,0.6,NA,NA
"2377",2004-12-15,76,2005,0.36,159.56,26.2857142857143,0.585714285714286,NA,NA
"358",2005-09-14,349,2005,4.5,2338.01,NA,9.03333333333333,NA,NA
"359",2005-09-15,350,2005,4.26,2342.27,NA,9.06666666666667,NA,NA
"360",2005-09-16,351,2005,4.15,2346.42,NA,9.1,NA,NA
"361",2005-09-17,352,2005,3.77,2350.19,NA,9.13333333333333,NA,NA
"362",2005-09-18,353,2005,3.26,2353.45,NA,9.16666666666667,NA,NA
"363",2005-09-19,354,2005,3.19,2356.64,14,9.2,NA,NA
"364",2005-09-20,355,2005,3.26,2359.9,NA,8.8625,NA,NA
"365",2005-09-21,356,2005,3.51,2363.41,NA,8.525,NA,NA
"366",2005-09-22,357,2005,3.58,2366.99,NA,8.1875,NA,NA
"367",2005-09-23,358,2005,3.73,2370.72,NA,7.85,NA,NA
"368",2005-09-24,359,2005,3.7,2374.42,NA,7.5125,NA,NA
"369",2005-09-25,360,2005,3.33,2377.75,NA,7.175,NA,NA
"370",2005-09-26,361,2005,3.77,2381.52,NA,6.8375,NA,NA
"371",2005-09-27,362,2005,4.78,2386.3,NA,6.5,NA,NA
"372",2005-09-28,363,2005,4.86,2391.16,NA,NA,NA,NA
"373",2005-09-29,364,2005,4.78,2395.94,NA,NA,NA,NA
"374",2005-09-30,365,2005,4.62,2400.56,NA,NA,NA,NA
"2378",2005-10-01,1,2006,4.22,4.22,NA,NA,NA,NA
"2379",2005-10-02,2,2006,4.07,8.29,NA,NA,NA,NA
"2380",2005-10-03,3,2006,4.46,12.75,NA,NA,NA,NA
"2381",2005-10-04,4,2006,4.78,17.53,NA,7,NA,NA
"2382",2005-10-05,5,2006,4.54,22.07,NA,6.42857142857143,NA,NA
"2383",2005-10-06,6,2006,4.26,26.33,NA,5.85714285714286,NA,NA
"2384",2005-10-07,7,2006,4.03,30.36,NA,5.28571428571429,NA,NA
"2385",2005-10-08,8,2006,4.42,34.78,NA,4.71428571428571,NA,NA
"2386",2005-10-09,9,2006,4.82,39.6,NA,4.14285714285714,NA,NA
"2387",2005-10-10,10,2006,4.5,44.1,NA,3.57142857142857,NA,NA
"2388",2005-10-11,11,2006,4.22,48.32,17,3,NA,NA
"2389",2005-10-12,12,2006,3.96,52.28,NA,3.14285714285714,NA,NA
"2390",2005-10-13,13,2006,3.99,56.27,NA,3.28571428571429,NA,NA
"2391",2005-10-14,14,2006,4.26,60.53,NA,3.42857142857143,NA,NA
"2392",2005-10-15,15,2006,4.34,64.87,NA,3.57142857142857,NA,NA
"2393",2005-10-16,16,2006,4.19,69.06,NA,3.71428571428571,NA,NA
"2394",2005-10-17,17,2006,2.52,71.58,NA,3.85714285714286,NA,NA
"2395",2005-10-18,18,2006,2.52,74.1,NA,4,NA,NA
"2396",2005-10-19,19,2006,2.52,76.62,NA,3.65714285714286,NA,NA
"2397",2005-10-20,20,2006,2.52,79.14,NA,3.31428571428571,NA,NA
"2398",2005-10-21,21,2006,2.52,81.66,NA,2.97142857142857,NA,NA
"2399",2005-10-22,22,2006,2.52,84.18,NA,2.62857142857143,NA,NA
"2400",2005-10-23,23,2006,2.52,86.7,NA,2.28571428571429,NA,NA
"2401",2005-10-24,24,2006,2.52,89.22,NA,1.94285714285714,NA,NA
"2402",2005-10-25,25,2006,2.52,91.74,19,1.6,NA,NA
"2403",2005-10-26,26,2006,2.52,94.26,19.1428571428571,1.5,NA,NA
"2404",2005-10-27,27,2006,2.52,96.78,19.2857142857143,1.4,NA,NA
"2405",2005-10-28,28,2006,2.52,99.3,19.4285714285714,1.3,NA,NA
"2406",2005-10-29,29,2006,2.52,101.82,19.5714285714286,1.2,NA,NA
"2407",2005-10-30,30,2006,2.52,104.34,19.7142857142857,1.1,NA,NA
"2408",2005-10-31,31,2006,1.07,105.41,19.8571428571429,1,NA,NA
"2409",2005-11-01,32,2006,1.07,106.48,20,0.9,NA,NA
"2410",2005-11-02,33,2006,1.07,107.55,20.1428571428571,1.05714285714286,NA,NA
"2411",2005-11-03,34,2006,1.07,108.62,20.2857142857143,1.21428571428571,NA,NA
"2412",2005-11-04,35,2006,1.07,109.69,20.4285714285714,1.37142857142857,NA,NA
"2413",2005-11-05,36,2006,1.07,110.76,20.5714285714286,1.52857142857143,NA,NA
"2414",2005-11-06,37,2006,1.07,111.83,20.7142857142857,1.68571428571429,NA,NA
"2415",2005-11-07,38,2006,1.07,112.9,20.8571428571429,1.84285714285714,NA,NA
"2416",2005-11-08,39,2006,1.07,113.97,21,2,NA,NA
"2417",2005-11-09,40,2006,1.07,115.04,20,1.77142857142857,NA,NA
"2418",2005-11-10,41,2006,1.07,116.11,19,1.54285714285714,NA,NA
"2419",2005-11-11,42,2006,1.07,117.18,18,1.31428571428571,NA,NA
"2420",2005-11-12,43,2006,1.07,118.25,17,1.08571428571429,NA,NA
"2421",2005-11-13,44,2006,1.07,119.32,16,0.857142857142857,NA,NA
"2422",2005-11-14,45,2006,1.07,120.39,15,0.628571428571429,NA,NA
"2423",2005-11-15,46,2006,1.07,121.46,14,0.4,NA,NA
"2424",2005-11-16,47,2006,1.07,122.53,15,0.642857142857143,NA,NA
"2425",2005-11-17,48,2006,1.07,123.6,16,0.885714285714286,NA,NA
"2426",2005-11-18,49,2006,1.07,124.67,17,1.12857142857143,NA,NA
"2427",2005-11-19,50,2006,1.07,125.74,18,1.37142857142857,NA,NA
"2428",2005-11-20,51,2006,1.07,126.81,19,1.61428571428571,NA,NA
"2429",2005-11-21,52,2006,1.07,127.88,20,1.85714285714286,NA,NA
"2430",2005-11-22,53,2006,1.07,128.95,21,2.1,NA,NA
"2431",2005-11-23,54,2006,1.07,130.02,21.5714285714286,NA,NA,NA
"2432",2005-11-24,55,2006,1.07,131.09,22.1428571428571,NA,NA,NA
"2433",2005-11-25,56,2006,1.07,132.16,22.7142857142857,NA,NA,NA
"2434",2005-11-26,57,2006,1.07,133.23,23.2857142857143,NA,NA,NA
"2435",2005-11-27,58,2006,1.07,134.3,23.8571428571429,NA,NA,NA
"2436",2005-11-28,59,2006,1.07,135.37,24.4285714285714,NA,NA,NA
"2437",2005-11-29,60,2006,1.07,136.44,25,NA,NA,NA
"2438",2005-11-30,61,2006,0.36,136.8,NA,NA,NA,NA
"2439",2005-12-01,62,2006,0.36,137.16,NA,NA,NA,NA
"2440",2005-12-02,63,2006,0.36,137.52,NA,NA,NA,NA
"2441",2005-12-03,64,2006,0.36,137.88,NA,NA,NA,NA
"2442",2005-12-04,65,2006,0.36,138.24,NA,NA,NA,NA
"2443",2005-12-05,66,2006,0.36,138.6,NA,NA,NA,NA
"2444",2005-12-06,67,2006,0.36,138.96,NA,NA,NA,NA
"2445",2005-12-07,68,2006,0.36,139.32,NA,NA,NA,NA
"2446",2005-12-08,69,2006,0.36,139.68,NA,NA,NA,NA
"2447",2005-12-09,70,2006,0.36,140.04,NA,NA,NA,NA
"2448",2005-12-10,71,2006,0.36,140.4,NA,NA,NA,NA
"2449",2005-12-11,72,2006,0.36,140.76,NA,NA,NA,NA
"2450",2005-12-12,73,2006,0.36,141.12,NA,NA,NA,NA
"2451",2005-12-13,74,2006,0.36,141.48,26,0.5,NA,NA
"2452",2005-12-14,75,2006,0.36,141.84,26.1428571428571,0.471428571428571,NA,NA
"2453",2005-12-15,76,2006,0.36,142.2,26.2857142857143,0.442857142857143,NA,NA
"375",2006-09-14,349,2006,4.3,2255.57,12,7.72857142857143,NA,NA
"376",2006-09-15,350,2006,4.4,2259.97,12,7.04285714285714,NA,NA
"377",2006-09-16,351,2006,4.1,2264.07,12,6.35714285714286,NA,NA
"378",2006-09-17,352,2006,3,2267.07,12,5.67142857142857,NA,NA
"379",2006-09-18,353,2006,3.4,2270.47,12,4.98571428571429,NA,NA
"380",2006-09-19,354,2006,3.1,2273.57,12,4.3,NA,NA
"381",2006-09-20,355,2006,3.1,2276.67,12.5714285714286,3.97142857142857,NA,NA
"382",2006-09-21,356,2006,3.1,2279.77,13.1428571428571,3.64285714285714,NA,NA
"383",2006-09-22,357,2006,2.9,2282.67,13.7142857142857,3.31428571428571,NA,NA
"384",2006-09-23,358,2006,2.5,2285.17,14.2857142857143,2.98571428571429,NA,NA
"385",2006-09-24,359,2006,2.4,2287.57,14.8571428571429,2.65714285714286,NA,NA
"386",2006-09-25,360,2006,2.2,2289.77,15.4285714285714,2.32857142857143,NA,NA
"387",2006-09-26,361,2006,2,2291.77,16,2,NA,NA
"388",2006-09-27,362,2006,2,2293.77,14,3.5,NA,NA
"389",2006-09-28,363,2006,1.8,2295.57,NA,NA,NA,NA
"2454",2006-10-01,1,2007,1.7,1.7,NA,NA,NA,NA
"2455",2006-10-02,2,2007,1.7,3.4,NA,NA,NA,NA
"2456",2006-10-03,3,2007,1.7,5.1,12,5.8,NA,NA
"2457",2006-10-04,4,2007,1.7,6.8,12.1428571428571,5.04285714285714,NA,NA
"2458",2006-10-05,5,2007,1.7,8.5,12.2857142857143,4.28571428571429,NA,NA
"2459",2006-10-06,6,2007,1.7,10.2,12.4285714285714,3.52857142857143,NA,NA
"2460",2006-10-07,7,2007,1.8,12,12.5714285714286,2.77142857142857,NA,NA
"2461",2006-10-08,8,2007,1.8,13.8,12.7142857142857,2.01428571428571,NA,NA
"2462",2006-10-09,9,2007,1.9,15.7,12.8571428571429,1.25714285714286,NA,NA
"2463",2006-10-10,10,2007,1.7,17.4,13,0.5,NA,NA
"2464",2006-10-11,11,2007,1.6,19,13,0.528571428571429,NA,NA
"2465",2006-10-12,12,2007,1.8,20.8,13,0.557142857142857,NA,NA
"2466",2006-10-13,13,2007,1.8,22.6,13,0.585714285714286,NA,NA
"2467",2006-10-14,14,2007,1.8,24.4,13,0.614285714285714,NA,NA
"2468",2006-10-15,15,2007,1.7,26.1,13,0.642857142857143,NA,NA
"2469",2006-10-16,16,2007,1.7,27.8,13,0.671428571428571,NA,NA
"2470",2006-10-17,17,2007,1.7,29.5,13,0.7,NA,NA
"2471",2006-10-18,18,2007,1.8,31.3,13.1428571428571,0.7,NA,NA
"2472",2006-10-19,19,2007,1.8,33.1,13.2857142857143,0.7,NA,NA
"2473",2006-10-20,20,2007,1.8,34.9,13.4285714285714,0.7,NA,NA
"2474",2006-10-21,21,2007,1.8,36.7,13.5714285714286,0.7,NA,NA
"2475",2006-10-22,22,2007,1.4,38.1,13.7142857142857,0.7,NA,NA
"2476",2006-10-23,23,2007,0.88,38.98,13.8571428571429,0.7,NA,NA
"2477",2006-10-24,24,2007,0.88,39.86,14,0.7,NA,NA
"2478",2006-10-25,25,2007,1.1,40.96,14,0.928571428571428,NA,NA
"2479",2006-10-26,26,2007,0.95,41.91,14,1.15714285714286,NA,NA
"2480",2006-10-27,27,2007,0.79,42.7,14,1.38571428571429,NA,NA
"2481",2006-10-28,28,2007,0.72,43.42,14,1.61428571428571,NA,NA
"2482",2006-10-29,29,2007,0.72,44.14,14,1.84285714285714,NA,NA
"2483",2006-10-30,30,2007,0.67,44.81,14,2.07142857142857,NA,NA
"2484",2006-10-31,31,2007,0.64,45.45,14,2.3,NA,NA
"2485",2006-11-01,32,2007,0.64,46.09,14,2.25714285714286,NA,NA
"2486",2006-11-02,33,2007,0.62,46.71,14,2.21428571428571,NA,NA
"2487",2006-11-03,34,2007,0.6,47.31,14,2.17142857142857,NA,NA
"2488",2006-11-04,35,2007,0.5,47.81,14,2.12857142857143,NA,NA
"2489",2006-11-05,36,2007,0.49,48.3,14,2.08571428571429,NA,NA
"2490",2006-11-06,37,2007,0.49,48.79,14,2.04285714285714,NA,NA
"2491",2006-11-07,38,2007,0.49,49.28,14,2,NA,NA
"2492",2006-11-08,39,2007,0.53,49.81,14.7142857142857,1.74285714285714,NA,NA
"2493",2006-11-09,40,2007,0.55,50.36,15.4285714285714,1.48571428571429,NA,NA
"2494",2006-11-10,41,2007,0.49,50.85,16.1428571428571,1.22857142857143,NA,NA
"2495",2006-11-11,42,2007,0.49,51.34,16.8571428571429,0.971428571428572,NA,NA
"2496",2006-11-12,43,2007,0.45,51.79,17.5714285714286,0.714285714285714,NA,NA
"2497",2006-11-13,44,2007,0.46,52.25,18.2857142857143,0.457142857142857,NA,NA
"2498",2006-11-14,45,2007,0.44,52.69,19,0.2,NA,NA
"2499",2006-11-15,46,2007,0.42,53.11,18.8571428571429,1.13333333333333,NA,NA
"2500",2006-11-16,47,2007,0.37,53.48,18.7142857142857,2.06666666666667,NA,NA
"2501",2006-11-17,48,2007,0.36,53.84,18.5714285714286,3,NA,NA
"2502",2006-11-18,49,2007,0.36,54.2,18.4285714285714,2.625,NA,NA
"2503",2006-11-19,50,2007,0.36,54.56,18.2857142857143,2.25,NA,NA
"2504",2006-11-20,51,2007,0.36,54.92,18.1428571428571,1.875,NA,NA
"2505",2006-11-21,52,2007,0.36,55.28,18,1.5,NA,NA
"2506",2006-11-22,53,2007,0.36,55.64,18.2857142857143,1.44285714285714,NA,NA
"2507",2006-11-23,54,2007,0.36,56,18.5714285714286,1.38571428571429,NA,NA
"2508",2006-11-24,55,2007,0.36,56.36,18.8571428571429,1.32857142857143,NA,NA
"2509",2006-11-25,56,2007,0.36,56.72,19.1428571428571,1.27142857142857,NA,NA
"2510",2006-11-26,57,2007,0.36,57.08,19.4285714285714,1.21428571428571,NA,NA
"2511",2006-11-27,58,2007,0.36,57.44,19.7142857142857,1.15714285714286,NA,NA
"2512",2006-11-28,59,2007,0.36,57.8,20,1.1,NA,NA
"2513",2006-11-29,60,2007,0.36,58.16,19.7142857142857,1.11428571428571,NA,NA
"2514",2006-11-30,61,2007,0.36,58.52,19.4285714285714,1.12857142857143,NA,NA
"2515",2006-12-01,62,2007,0.35,58.87,19.1428571428571,1.14285714285714,NA,NA
"2516",2006-12-02,63,2007,0.33,59.2,18.8571428571429,1.15714285714286,NA,NA
"2517",2006-12-03,64,2007,0.3,59.5,18.5714285714286,1.17142857142857,NA,NA
"2518",2006-12-04,65,2007,0.3,59.8,18.2857142857143,1.18571428571429,NA,NA
"2519",2006-12-05,66,2007,0.3,60.1,18,1.2,NA,NA
"2520",2006-12-06,67,2007,0.3,60.4,18.1428571428571,1.13333333333333,NA,NA
"2521",2006-12-07,68,2007,0.3,60.7,18.2857142857143,1.06666666666667,NA,NA
"2522",2006-12-08,69,2007,0.25,60.95,18.4285714285714,1,NA,NA
"2523",2006-12-09,70,2007,0.26,61.21,18.5714285714286,NA,NA,NA
"2524",2006-12-10,71,2007,0.29,61.5,18.7142857142857,NA,NA,NA
"2525",2006-12-11,72,2007,0.27,61.77,18.8571428571429,NA,NA,NA
"2526",2006-12-12,73,2007,0.25,62.02,19,NA,NA,NA
"2527",2006-12-13,74,2007,0.24,62.26,18.7142857142857,NA,NA,NA
"2528",2006-12-14,75,2007,0.24,62.5,18.4285714285714,NA,NA,NA
"2529",2006-12-15,76,2007,0.24,62.74,18.1428571428571,NA,NA,NA
"390",2007-09-14,349,2007,2.8,1696.92,16.8571428571429,8.67142857142857,NA,NA
"391",2007-09-15,350,2007,2.5,1699.42,17.1428571428571,8.42857142857143,NA,NA
"392",2007-09-16,351,2007,6.8,1706.22,17.4285714285714,8.18571428571429,NA,NA
"393",2007-09-17,352,2007,9.3,1715.52,17.7142857142857,7.94285714285714,NA,NA
"394",2007-09-18,353,2007,7,1722.52,18,7.7,NA,NA
"395",2007-09-19,354,2007,4.6,1727.12,18.1428571428571,7.24285714285714,NA,NA
"396",2007-09-20,355,2007,3,1730.12,18.2857142857143,6.78571428571429,NA,NA
"397",2007-09-21,356,2007,3.2,1733.32,18.4285714285714,6.32857142857143,NA,NA
"398",2007-09-22,357,2007,3.4,1736.72,18.5714285714286,5.87142857142857,NA,NA
"399",2007-09-23,358,2007,3.7,1740.42,18.7142857142857,5.41428571428571,NA,NA
"400",2007-09-24,359,2007,3.3,1743.72,18.8571428571429,4.95714285714286,NA,NA
"401",2007-09-25,360,2007,2.8,1746.52,19,4.5,NA,NA
"402",2007-09-26,361,2007,2.5,1749.02,NA,NA,NA,NA
"403",2007-09-27,362,2007,2.3,1751.32,NA,NA,NA,NA
"404",2007-09-28,363,2007,2.4,1753.72,NA,NA,NA,NA
"405",2007-09-29,364,2007,2.8,1756.52,NA,NA,NA,NA
"406",2007-09-30,365,2007,2.7,1759.22,NA,NA,NA,NA
"2530",2007-10-01,1,2008,3.77,3.77,NA,NA,NA,NA
"2531",2007-10-02,2,2008,4.84,8.61,19,3.5,NA,NA
"2532",2007-10-03,3,2008,4.59,13.2,19.4285714285714,3.42857142857143,NA,NA
"2533",2007-10-04,4,2008,4.32,17.52,19.8571428571429,3.35714285714286,NA,NA
"2534",2007-10-05,5,2008,4.04,21.56,20.2857142857143,3.28571428571429,NA,NA
"2535",2007-10-06,6,2008,3.77,25.33,20.7142857142857,3.21428571428571,NA,NA
"2536",2007-10-07,7,2008,3.17,28.5,21.1428571428571,3.14285714285714,NA,NA
"2537",2007-10-08,8,2008,3.36,31.86,21.5714285714286,3.07142857142857,NA,NA
"2538",2007-10-09,9,2008,3.33,35.19,22,3,NA,NA
"2539",2007-10-10,10,2008,3.05,38.24,21.7142857142857,3.11428571428571,NA,NA
"2540",2007-10-11,11,2008,2.9,41.14,21.4285714285714,3.22857142857143,NA,NA
"2541",2007-10-12,12,2008,2.78,43.92,21.1428571428571,3.34285714285714,NA,NA
"2542",2007-10-13,13,2008,2.91,46.83,20.8571428571429,3.45714285714286,NA,NA
"2543",2007-10-14,14,2008,2.8,49.63,20.5714285714286,3.57142857142857,NA,NA
"2544",2007-10-15,15,2008,2.62,52.25,20.2857142857143,3.68571428571429,NA,NA
"2545",2007-10-16,16,2008,2.6,54.85,20,3.8,NA,NA
"2546",2007-10-17,17,2008,2.34,57.19,20.2857142857143,NA,NA,NA
"2547",2007-10-18,18,2008,2.29,59.48,20.5714285714286,NA,NA,NA
"2548",2007-10-19,19,2008,2.07,61.55,20.8571428571429,NA,NA,NA
"2549",2007-10-20,20,2008,2.06,63.61,21.1428571428571,NA,NA,NA
"2550",2007-10-21,21,2008,2.04,65.65,21.4285714285714,NA,NA,NA
"2551",2007-10-22,22,2008,2.02,67.67,21.7142857142857,NA,NA,NA
"2552",2007-10-23,23,2008,2,69.67,22,NA,NA,NA
"2553",2007-10-24,24,2008,1.98,71.65,21.7142857142857,NA,NA,NA
"2554",2007-10-25,25,2008,1.96,73.61,21.4285714285714,NA,NA,NA
"2555",2007-10-26,26,2008,1.84,75.45,21.1428571428571,NA,NA,NA
"2556",2007-10-27,27,2008,1.77,77.22,20.8571428571429,NA,NA,NA
"2557",2007-10-28,28,2008,1.63,78.85,20.5714285714286,NA,NA,NA
"2558",2007-10-29,29,2008,1.56,80.41,20.2857142857143,NA,NA,NA
"2559",2007-10-30,30,2008,1.56,81.97,20,3,NA,NA
"2560",2007-10-31,31,2008,1.45,83.42,20.2857142857143,2.6,NA,NA
"2561",2007-11-01,32,2008,1.33,84.75,20.5714285714286,2.2,NA,NA
"2562",2007-11-02,33,2008,1.04,85.79,20.8571428571429,1.8,NA,NA
"2563",2007-11-03,34,2008,0.89,86.68,21.1428571428571,1.4,NA,NA
"2564",2007-11-04,35,2008,0.89,87.57,21.4285714285714,1,NA,NA
"2565",2007-11-05,36,2008,0.76,88.33,21.7142857142857,0.6,NA,NA
"2566",2007-11-06,37,2008,0.61,88.94,22,0.2,NA,NA
"2567",2007-11-07,38,2008,0.59,89.53,22,0.171428571428571,NA,NA
"2568",2007-11-08,39,2008,0.56,90.09,22,0.142857142857143,NA,NA
"2569",2007-11-09,40,2008,0.54,90.63,22,0.114285714285714,NA,NA
"2570",2007-11-10,41,2008,0.52,91.15,22,0.0857142857142857,NA,NA
"2571",2007-11-11,42,2008,0.52,91.67,22,0.0571428571428571,NA,NA
"2572",2007-11-12,43,2008,0.52,92.19,22,0.0285714285714286,NA,NA
"2573",2007-11-13,44,2008,0.51,92.7,22,0,NA,NA
"2574",2007-11-14,45,2008,0.5,93.2,22.1428571428571,0,NA,NA
"2575",2007-11-15,46,2008,0.49,93.69,22.2857142857143,0,NA,NA
"2576",2007-11-16,47,2008,0.48,94.17,22.4285714285714,0,NA,NA
"2577",2007-11-17,48,2008,0.48,94.65,22.5714285714286,0,NA,NA
"2578",2007-11-18,49,2008,0.47,95.12,22.7142857142857,0,NA,NA
"2579",2007-11-19,50,2008,0.46,95.58,22.8571428571429,0,NA,NA
"2580",2007-11-20,51,2008,0.45,96.03,23,0,NA,NA
"2581",2007-11-21,52,2008,0.44,96.47,23.4285714285714,0,NA,NA
"2582",2007-11-22,53,2008,0.43,96.9,23.8571428571429,0,NA,NA
"2583",2007-11-23,54,2008,0.42,97.32,24.2857142857143,0,NA,NA
"2584",2007-11-24,55,2008,0.41,97.73,24.7142857142857,0,NA,NA
"2585",2007-11-25,56,2008,0.4,98.13,25.1428571428571,0,NA,NA
"2586",2007-11-26,57,2008,0.4,98.53,25.5714285714286,0,NA,NA
"2587",2007-11-27,58,2008,0.39,98.92,26,0,NA,NA
"2588",2007-11-28,59,2008,0.38,99.3,26.4285714285714,0.0714285714285714,NA,NA
"2589",2007-11-29,60,2008,0.37,99.67,26.8571428571429,0.142857142857143,NA,NA
"2590",2007-11-30,61,2008,0.36,100.03,27.2857142857143,0.214285714285714,NA,NA
"2591",2007-12-01,62,2008,0.35,100.38,27.7142857142857,0.285714285714286,NA,NA
"2592",2007-12-02,63,2008,0.34,100.72,28.1428571428571,0.357142857142857,NA,NA
"2593",2007-12-03,64,2008,0.33,101.05,28.5714285714286,0.428571428571429,NA,NA
"2594",2007-12-04,65,2008,0.32,101.37,29,0.5,NA,NA
"2595",2007-12-05,66,2008,0.31,101.68,28.2857142857143,0.428571428571429,NA,NA
"2596",2007-12-06,67,2008,0.3,101.98,27.5714285714286,0.357142857142857,NA,NA
"2597",2007-12-07,68,2008,0.3,102.28,26.8571428571429,0.285714285714286,NA,NA
"2598",2007-12-08,69,2008,0.29,102.57,26.1428571428571,0.214285714285714,NA,NA
"2599",2007-12-09,70,2008,0.28,102.85,25.4285714285714,0.142857142857143,NA,NA
"2600",2007-12-10,71,2008,0.27,103.12,24.7142857142857,0.0714285714285715,NA,NA
"2601",2007-12-11,72,2008,0.26,103.38,24,0,NA,NA
"2602",2007-12-12,73,2008,0.25,103.63,24.1428571428571,0,NA,NA
"2603",2007-12-13,74,2008,0.24,103.87,24.2857142857143,0,NA,NA
"2604",2007-12-14,75,2008,0.23,104.1,24.4285714285714,0,NA,NA
"2605",2007-12-15,76,2008,0.22,104.32,24.5714285714286,0,NA,NA
"407",2008-09-13,349,2008,6.57,1841.13,16.1428571428571,9.66,NA,NA
"408",2008-09-14,350,2008,6.16,1847.29,16.4285714285714,10.08,NA,NA
"409",2008-09-15,351,2008,5.96,1853.25,16.7142857142857,10.5,NA,NA
"410",2008-09-16,352,2008,5.96,1859.21,17,10.5,NA,NA
"411",2008-09-17,353,2008,5.96,1865.17,17.1428571428571,10.1142857142857,NA,NA
"412",2008-09-18,354,2008,5.96,1871.13,17.2857142857143,9.72857142857143,NA,NA
"413",2008-09-19,355,2008,5.96,1877.09,17.4285714285714,9.34285714285714,NA,NA
"414",2008-09-20,356,2008,6.36,1883.45,17.5714285714286,8.95714285714286,NA,NA
"415",2008-09-21,357,2008,6.57,1890.02,17.7142857142857,8.57142857142857,NA,NA
"416",2008-09-22,358,2008,6.16,1896.18,17.8571428571429,8.18571428571429,NA,NA
"417",2008-09-23,359,2008,5.93,1902.11,18,7.8,NA,NA
"418",2008-09-24,360,2008,5.61,1907.72,16.4285714285714,8,NA,NA
"419",2008-09-25,361,2008,5.28,1913,14.8571428571429,8.2,NA,NA
"420",2008-09-26,362,2008,5.28,1918.28,13.2857142857143,8.4,NA,NA
"421",2008-09-27,363,2008,5.28,1923.56,11.7142857142857,8.6,NA,NA
"422",2008-09-28,364,2008,4.96,1928.52,10.1428571428571,8.8,NA,NA
"423",2008-09-29,365,2008,4.96,1933.48,8.57142857142857,9,NA,NA
"2606",2008-10-01,1,2009,4.64,4.64,NA,NA,NA,NA
"2607",2008-10-02,2,2009,4.64,9.28,NA,NA,NA,NA
"2608",2008-10-03,3,2009,4.32,13.6,NA,NA,NA,NA
"2609",2008-10-04,4,2009,4.32,17.92,NA,NA,NA,NA
"2610",2008-10-05,5,2009,4.32,22.24,NA,NA,NA,NA
"2611",2008-10-06,6,2009,4.16,26.4,NA,NA,NA,NA
"2612",2008-10-07,7,2009,4.09,30.49,21,3.6,NA,NA
"2613",2008-10-08,8,2009,4.03,34.52,20.5714285714286,3.5,NA,NA
"2614",2008-10-09,9,2009,3.9,38.42,20.1428571428571,3.4,NA,NA
"2615",2008-10-10,10,2009,3.77,42.19,19.7142857142857,3.3,NA,NA
"2616",2008-10-11,11,2009,3.77,45.96,19.2857142857143,3.2,NA,NA
"2617",2008-10-12,12,2009,3.67,49.63,18.8571428571429,3.1,NA,NA
"2618",2008-10-13,13,2009,3.61,53.24,18.4285714285714,3,NA,NA
"2619",2008-10-14,14,2009,3.51,56.75,18,2.9,NA,NA
"2620",2008-10-15,15,2009,3.45,60.2,18,2.84285714285714,NA,NA
"2621",2008-10-16,16,2009,3.32,63.52,18,2.78571428571429,NA,NA
"2622",2008-10-17,17,2009,3.26,66.78,18,2.72857142857143,NA,NA
"2623",2008-10-18,18,2009,3.16,69.94,18,2.67142857142857,NA,NA
"2624",2008-10-19,19,2009,3.19,73.13,18,2.61428571428571,NA,NA
"2625",2008-10-20,20,2009,3.13,76.26,18,2.55714285714286,NA,NA
"2626",2008-10-21,21,2009,3.09,79.35,18,2.5,NA,NA
"2627",2008-10-22,22,2009,3.03,82.38,18.5,2.55,NA,NA
